loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,income_to_loan_ratio,total_assets,loan_status_encoded,cibil_range,loan_to_income_ratio,lti_range,loan_status_numeric,education_numeric,self_employed_numeric
2155,0,Not Graduate,No,3400000,10800000,6,439,5300000,1400000,11600000,1900000,Rejected,0.3148148148148148,20200000,0,Poor (0-600),3.176470588235294,Low (2-4x),0,0,0
2156,1,Graduate,Yes,4600000,13500000,20,837,5600000,7700000,11900000,2500000,Approved,0.3407407407407407,27700000,1,Excellent (800+),2.9347826086956523,Low (2-4x),1,1,1
2157,4,Graduate,No,3800000,10400000,10,833,7500000,2500000,14100000,4200000,Approved,0.3653846153846153,28300000,1,Excellent (800+),2.736842105263158,Low (2-4x),1,1,0
2158,4,Not Graduate,Yes,4200000,9600000,20,863,7400000,900000,9100000,3400000,Approved,0.4375,20800000,1,Excellent (800+),2.2857142857142856,Low (2-4x),1,0,1
2159,2,Graduate,No,2500000,8700000,4,684,0,600000,9700000,2600000,Approved,0.2873563218390804,12900000,1,Fair (600-700),3.48,Low (2-4x),1,1,0
2160,0,Not Graduate,Yes,7000000,24600000,6,542,6400000,2600000,24500000,4700000,Rejected,0.2845528455284553,38200000,0,Poor (0-600),3.5142857142857142,Low (2-4x),0,0,1
2161,1,Not Graduate,No,5300000,11500000,8,753,10000000,4200000,14400000,3000000,Approved,0.4608695652173913,31600000,1,Very Good (750-800),2.169811320754717,Low (2-4x),1,0,0
2162,0,Not Graduate,No,6400000,14200000,2,512,1600000,9200000,23100000,3500000,Rejected,0.4507042253521127,37400000,0,Poor (0-600),2.21875,Low (2-4x),0,0,0
2163,3,Not Graduate,No,3400000,8100000,12,385,6100000,4000000,10700000,4000000,Rejected,0.419753086419753,24800000,0,Poor (0-600),2.3823529411764706,Low (2-4x),0,0,0
2164,4,Not Graduate,No,6700000,18800000,2,749,15600000,7900000,19900000,8600000,Approved,0.3563829787234042,52000000,1,Good (700-750),2.8059701492537314,Low (2-4x),1,0,0
2165,1,Not Graduate,Yes,4600000,10100000,4,618,2200000,100000,12900000,4300000,Approved,0.4554455445544554,19500000,1,Fair (600-700),2.1956521739130435,Low (2-4x),1,0,1
2166,4,Graduate,Yes,900000,2500000,4,583,1300000,800000,1800000,1100000,Approved,0.36,5000000,1,Poor (0-600),2.7777777777777777,Low (2-4x),1,1,1
2167,0,Graduate,No,5100000,19900000,18,655,4400000,0,17100000,7100000,Approved,0.2562814070351759,28600000,1,Fair (600-700),3.9019607843137254,Low (2-4x),1,1,0
2168,0,Not Graduate,Yes,7000000,20900000,20,380,11800000,10800000,21100000,6200000,Rejected,0.3349282296650718,49900000,0,Poor (0-600),2.9857142857142858,Low (2-4x),0,0,1
2169,3,Graduate,Yes,4100000,14700000,6,679,6600000,3700000,10500000,5600000,Approved,0.2789115646258503,26400000,1,Fair (600-700),3.5853658536585367,Low (2-4x),1,1,1
2170,2,Graduate,No,4600000,14800000,6,410,12900000,6800000,16100000,5800000,Rejected,0.3108108108108108,41600000,0,Poor (0-600),3.217391304347826,Low (2-4x),0,1,0
2171,2,Graduate,Yes,3600000,11500000,8,590,1600000,5200000,10900000,3000000,Approved,0.3130434782608696,20700000,1,Poor (0-600),3.1944444444444446,Low (2-4x),1,1,1
2172,5,Graduate,No,5900000,13800000,14,397,12400000,600000,20400000,3000000,Rejected,0.427536231884058,36400000,0,Poor (0-600),2.3389830508474576,Low (2-4x),0,1,0
2173,2,Graduate,No,600000,2100000,16,425,900000,500000,2300000,300000,Rejected,0.2857142857142857,4000000,0,Poor (0-600),3.5,Low (2-4x),0,1,0
2174,0,Graduate,No,4900000,16400000,2,383,3300000,3500000,15000000,5800000,Approved,0.298780487804878,27600000,1,Poor (0-600),3.3469387755102042,Low (2-4x),1,1,0
2175,5,Graduate,Yes,6400000,23900000,6,406,14700000,12400000,25400000,4300000,Rejected,0.2677824267782426,56800000,0,Poor (0-600),3.734375,Low (2-4x),0,1,1
2176,2,Graduate,No,7000000,19800000,10,563,3900000,9400000,22800000,8000000,Approved,0.3535353535353535,44100000,1,Poor (0-600),2.8285714285714287,Low (2-4x),1,1,0
2177,3,Graduate,Yes,6700000,13400000,14,782,4900000,4000000,25800000,9600000,Approved,0.5,44300000,1,Very Good (750-800),2.0,Very Low (0-2x),1,1,1
2178,1,Not Graduate,Yes,800000,2200000,4,852,900000,200000,2200000,1000000,Approved,0.3636363636363636,4300000,1,Excellent (800+),2.75,Low (2-4x),1,0,1
2179,5,Not Graduate,No,7600000,27800000,2,753,18400000,12200000,16900000,8000000,Approved,0.2733812949640288,55500000,1,Very Good (750-800),3.6578947368421053,Low (2-4x),1,0,0
2180,5,Graduate,Yes,3200000,7600000,4,489,5000000,2900000,10600000,1900000,Rejected,0.4210526315789473,20400000,0,Poor (0-600),2.375,Low (2-4x),0,1,1
2181,2,Not Graduate,Yes,4900000,13800000,2,586,9900000,1400000,9900000,7000000,Approved,0.3550724637681159,28200000,1,Poor (0-600),2.816326530612245,Low (2-4x),1,0,1
2182,3,Not Graduate,No,7200000,20800000,16,560,2100000,10700000,21100000,3600000,Approved,0.3461538461538461,37500000,1,Poor (0-600),2.888888888888889,Low (2-4x),1,0,0
2183,3,Graduate,No,5600000,20600000,6,487,6400000,9700000,20200000,4100000,Rejected,0.2718446601941747,40400000,0,Poor (0-600),3.6785714285714284,Low (2-4x),0,1,0
2184,4,Graduate,Yes,7300000,18300000,8,434,10000000,2900000,26800000,6700000,Rejected,0.3989071038251366,46400000,0,Poor (0-600),2.506849315068493,Low (2-4x),0,1,1
2185,4,Not Graduate,No,3300000,7000000,20,504,8200000,3200000,7300000,2500000,Rejected,0.4714285714285714,21200000,0,Poor (0-600),2.121212121212121,Low (2-4x),0,0,0
2186,2,Graduate,Yes,9200000,25300000,4,827,25900000,15900000,19300000,11000000,Approved,0.3636363636363636,72100000,1,Excellent (800+),2.75,Low (2-4x),1,1,1
2187,3,Not Graduate,Yes,8100000,23300000,20,657,15700000,2900000,28100000,6200000,Approved,0.3476394849785407,52900000,1,Fair (600-700),2.876543209876543,Low (2-4x),1,0,1
2188,5,Graduate,No,6600000,21400000,10,447,12700000,11100000,20200000,6400000,Rejected,0.308411214953271,50400000,0,Poor (0-600),3.242424242424242,Low (2-4x),0,1,0
2189,0,Graduate,Yes,4200000,13600000,4,834,8700000,3400000,12000000,3100000,Approved,0.3088235294117647,27200000,1,Excellent (800+),3.238095238095238,Low (2-4x),1,1,1
2190,2,Graduate,No,5800000,21700000,8,354,12500000,2300000,12200000,6800000,Rejected,0.2672811059907834,33800000,0,Poor (0-600),3.7413793103448274,Low (2-4x),0,1,0
2191,2,Graduate,Yes,5600000,21000000,18,883,9800000,1600000,20900000,6000000,Approved,0.2666666666666666,38300000,1,Excellent (800+),3.75,Low (2-4x),1,1,1
2192,0,Not Graduate,Yes,3600000,9900000,12,641,10300000,2400000,9100000,2700000,Approved,0.3636363636363636,24500000,1,Fair (600-700),2.75,Low (2-4x),1,0,1
2193,1,Graduate,Yes,7700000,16900000,6,621,22600000,7900000,27400000,10200000,Approved,0.4556213017751479,68100000,1,Fair (600-700),2.1948051948051948,Low (2-4x),1,1,1
2194,0,Graduate,Yes,7800000,23300000,10,587,12500000,9300000,27500000,9700000,Approved,0.334763948497854,59000000,1,Poor (0-600),2.9871794871794872,Low (2-4x),1,1,1
2195,3,Not Graduate,No,5700000,15400000,16,424,4700000,3000000,16400000,5600000,Rejected,0.3701298701298701,29700000,0,Poor (0-600),2.7017543859649122,Low (2-4x),0,0,0
2196,5,Graduate,No,6300000,20500000,14,515,4300000,3600000,18300000,9100000,Rejected,0.3073170731707317,35300000,0,Poor (0-600),3.253968253968254,Low (2-4x),0,1,0
2197,5,Not Graduate,Yes,2300000,4700000,18,592,1600000,3900000,6200000,2800000,Approved,0.4893617021276595,14500000,1,Poor (0-600),2.0434782608695654,Low (2-4x),1,0,1
2198,4,Graduate,Yes,9600000,19900000,6,319,3200000,16500000,28100000,6600000,Rejected,0.4824120603015075,54400000,0,Poor (0-600),2.0729166666666665,Low (2-4x),0,1,1
2199,1,Not Graduate,Yes,1000000,3900000,16,360,2500000,300000,2100000,600000,Rejected,0.2564102564102564,5500000,0,Poor (0-600),3.9,Low (2-4x),0,0,1
2200,5,Graduate,Yes,7200000,27100000,12,535,8400000,12800000,28100000,4800000,Rejected,0.2656826568265683,54100000,0,Poor (0-600),3.763888888888889,Low (2-4x),0,1,1
2201,2,Not Graduate,Yes,3800000,11400000,16,666,9000000,2400000,8000000,3800000,Approved,0.3333333333333333,23200000,1,Fair (600-700),3.0,Low (2-4x),1,0,1
2202,4,Not Graduate,Yes,9300000,24600000,16,419,18100000,0,26700000,5100000,Rejected,0.3780487804878049,49900000,0,Poor (0-600),2.6451612903225805,Low (2-4x),0,0,1
2203,2,Not Graduate,Yes,7200000,21900000,12,640,0,11400000,14600000,3800000,Approved,0.3287671232876712,29800000,1,Fair (600-700),3.0416666666666665,Low (2-4x),1,0,1
2204,0,Graduate,No,7600000,19700000,12,545,4300000,5200000,29500000,7300000,Rejected,0.3857868020304568,46300000,0,Poor (0-600),2.5921052631578947,Low (2-4x),0,1,0
2205,4,Graduate,No,4500000,15300000,10,843,13200000,6900000,10800000,2200000,Approved,0.2941176470588235,33100000,1,Excellent (800+),3.4,Low (2-4x),1,1,0
2206,1,Not Graduate,Yes,9900000,30900000,20,559,12100000,6100000,38600000,12100000,Approved,0.3203883495145631,68900000,1,Poor (0-600),3.121212121212121,Low (2-4x),1,0,1
2207,0,Not Graduate,Yes,700000,2000000,18,650,400000,1300000,2800000,500000,Approved,0.35,5000000,1,Fair (600-700),2.857142857142857,Low (2-4x),1,0,1
2208,0,Graduate,No,3500000,12300000,16,479,9700000,6000000,7900000,4700000,Rejected,0.2845528455284553,28300000,0,Poor (0-600),3.5142857142857142,Low (2-4x),0,1,0
2209,1,Graduate,Yes,300000,1000000,14,324,100000,100000,1100000,100000,Rejected,0.3,1400000,0,Poor (0-600),3.3333333333333335,Low (2-4x),0,1,1
2210,5,Not Graduate,Yes,5400000,16700000,2,354,1100000,4500000,19300000,5200000,Approved,0.3233532934131736,30100000,1,Poor (0-600),3.0925925925925926,Low (2-4x),1,0,1
2211,4,Not Graduate,Yes,2800000,8400000,10,521,1500000,1200000,9100000,3700000,Rejected,0.3333333333333333,15500000,0,Poor (0-600),3.0,Low (2-4x),0,0,1
2212,5,Not Graduate,Yes,4900000,15900000,8,505,12400000,4900000,14900000,6100000,Rejected,0.3081761006289308,38300000,0,Poor (0-600),3.2448979591836733,Low (2-4x),0,0,1
2213,4,Not Graduate,No,600000,1700000,12,436,400000,0,1700000,700000,Rejected,0.3529411764705882,2800000,0,Poor (0-600),2.8333333333333335,Low (2-4x),0,0,0
2214,0,Graduate,No,3000000,8100000,6,683,3200000,4900000,10200000,3200000,Approved,0.3703703703703703,21500000,1,Fair (600-700),2.7,Low (2-4x),1,1,0
2215,0,Graduate,No,1800000,5800000,18,348,2900000,700000,6700000,1000000,Rejected,0.3103448275862069,11300000,0,Poor (0-600),3.2222222222222223,Low (2-4x),0,1,0
2216,4,Graduate,Yes,5100000,15700000,6,867,11200000,8300000,19200000,3600000,Approved,0.3248407643312102,42300000,1,Excellent (800+),3.0784313725490198,Low (2-4x),1,1,1
2217,5,Graduate,No,1400000,4100000,14,880,3700000,1800000,2800000,2100000,Approved,0.3414634146341463,10400000,1,Excellent (800+),2.9285714285714284,Low (2-4x),1,1,0
2218,2,Graduate,Yes,6700000,25500000,10,673,11100000,8600000,25100000,5000000,Approved,0.2627450980392157,49800000,1,Fair (600-700),3.8059701492537314,Low (2-4x),1,1,1
2219,3,Not Graduate,No,4300000,12600000,18,482,9300000,900000,13200000,6100000,Rejected,0.3412698412698413,29500000,0,Poor (0-600),2.9302325581395348,Low (2-4x),0,0,0
2220,3,Graduate,Yes,7800000,19600000,4,767,18100000,10500000,20500000,7700000,Approved,0.3979591836734694,56800000,1,Very Good (750-800),2.5128205128205128,Low (2-4x),1,1,1
2221,3,Not Graduate,No,5400000,15800000,18,760,12700000,2300000,16400000,7200000,Approved,0.3417721518987341,38600000,1,Very Good (750-800),2.925925925925926,Low (2-4x),1,0,0
2222,0,Not Graduate,No,500000,1900000,2,857,1100000,500000,1800000,300000,Approved,0.2631578947368421,3700000,1,Excellent (800+),3.8,Low (2-4x),1,0,0
2223,1,Graduate,No,8600000,26700000,10,735,11800000,9100000,20700000,11200000,Approved,0.3220973782771535,52800000,1,Good (700-750),3.104651162790698,Low (2-4x),1,1,0
2224,3,Graduate,No,2500000,9300000,4,810,2700000,3300000,9400000,3700000,Approved,0.2688172043010752,19100000,1,Excellent (800+),3.72,Low (2-4x),1,1,0
2225,4,Not Graduate,No,3000000,7200000,2,680,900000,3400000,9600000,1700000,Approved,0.4166666666666667,15600000,1,Fair (600-700),2.4,Low (2-4x),1,0,0
2226,5,Not Graduate,Yes,7000000,26900000,4,889,1400000,4200000,22400000,7400000,Approved,0.2602230483271375,35400000,1,Excellent (800+),3.842857142857143,Low (2-4x),1,0,1
2227,1,Not Graduate,Yes,400000,1500000,16,688,400000,300000,1200000,200000,Approved,0.2666666666666666,2100000,1,Fair (600-700),3.75,Low (2-4x),1,0,1
2228,5,Not Graduate,No,5200000,13700000,16,531,8800000,4500000,15700000,2900000,Rejected,0.3795620437956204,31900000,0,Poor (0-600),2.6346153846153846,Low (2-4x),0,0,0
2229,3,Graduate,No,3300000,11100000,2,660,6500000,3700000,12300000,4500000,Approved,0.2972972972972973,27000000,1,Fair (600-700),3.3636363636363638,Low (2-4x),1,1,0
2230,1,Not Graduate,Yes,2400000,8800000,18,414,3600000,2200000,7100000,2500000,Rejected,0.2727272727272727,15400000,0,Poor (0-600),3.6666666666666665,Low (2-4x),0,0,1
2231,4,Graduate,Yes,5800000,15800000,14,528,6300000,100000,21400000,8700000,Rejected,0.3670886075949367,36500000,0,Poor (0-600),2.7241379310344827,Low (2-4x),0,1,1
2232,4,Not Graduate,Yes,9400000,20000000,12,817,3600000,1600000,34400000,8000000,Approved,0.47,47600000,1,Excellent (800+),2.127659574468085,Low (2-4x),1,0,1
2233,2,Not Graduate,No,6100000,15300000,2,799,7100000,5500000,17800000,5300000,Approved,0.3986928104575163,35700000,1,Very Good (750-800),2.5081967213114753,Low (2-4x),1,0,0
2234,1,Graduate,Yes,7500000,21400000,20,655,13000000,10300000,28100000,8100000,Approved,0.3504672897196261,59500000,1,Fair (600-700),2.8533333333333335,Low (2-4x),1,1,1
2235,2,Not Graduate,No,4100000,16200000,6,546,3500000,3100000,15100000,3700000,Rejected,0.2530864197530864,25400000,0,Poor (0-600),3.951219512195122,Low (2-4x),0,0,0
2236,3,Not Graduate,No,8500000,30800000,14,745,11000000,8200000,19400000,7200000,Approved,0.275974025974026,45800000,1,Good (700-750),3.623529411764706,Low (2-4x),1,0,0
2237,0,Graduate,No,4300000,16900000,8,884,6500000,5400000,12000000,3700000,Approved,0.2544378698224852,27600000,1,Excellent (800+),3.9302325581395348,Low (2-4x),1,1,0
2238,5,Not Graduate,No,9300000,22000000,4,822,20900000,10000000,24200000,12100000,Approved,0.4227272727272727,67200000,1,Excellent (800+),2.3655913978494625,Low (2-4x),1,0,0
2239,4,Not Graduate,No,6000000,18700000,2,623,4300000,4000000,19100000,5700000,Approved,0.320855614973262,33100000,1,Fair (600-700),3.1166666666666667,Low (2-4x),1,0,0
2240,1,Not Graduate,Yes,5300000,18900000,16,361,300000,5000000,11900000,5500000,Rejected,0.2804232804232804,22700000,0,Poor (0-600),3.5660377358490565,Low (2-4x),0,0,1
2241,5,Not Graduate,Yes,7400000,16200000,2,778,17000000,2700000,19400000,9200000,Approved,0.4567901234567901,48300000,1,Very Good (750-800),2.189189189189189,Low (2-4x),1,0,1
2242,1,Not Graduate,Yes,1100000,3800000,8,779,600000,1800000,4000000,1600000,Approved,0.2894736842105263,8000000,1,Very Good (750-800),3.4545454545454546,Low (2-4x),1,0,1
2243,1,Graduate,Yes,6600000,20700000,4,594,4800000,200000,26400000,8900000,Approved,0.3188405797101449,40300000,1,Poor (0-600),3.1363636363636362,Low (2-4x),1,1,1
2244,3,Graduate,No,8200000,28300000,2,530,15000000,10500000,20200000,12100000,Approved,0.2897526501766784,57800000,1,Poor (0-600),3.451219512195122,Low (2-4x),1,1,0
2245,3,Not Graduate,No,3300000,9300000,12,324,5300000,2600000,7500000,2000000,Rejected,0.3548387096774194,17400000,0,Poor (0-600),2.8181818181818183,Low (2-4x),0,0,0
2246,4,Graduate,Yes,2500000,9000000,10,394,6700000,2000000,7300000,3000000,Rejected,0.2777777777777778,19000000,0,Poor (0-600),3.6,Low (2-4x),0,1,1
2247,3,Graduate,Yes,3300000,10400000,12,816,7100000,6300000,11800000,4900000,Approved,0.3173076923076923,30100000,1,Excellent (800+),3.1515151515151514,Low (2-4x),1,1,1
2248,5,Not Graduate,No,1000000,2300000,16,423,1700000,700000,2900000,1400000,Rejected,0.4347826086956521,6700000,0,Poor (0-600),2.3,Low (2-4x),0,0,0
2249,5,Graduate,Yes,6200000,12800000,2,539,5600000,9800000,22300000,4800000,Rejected,0.484375,42500000,0,Poor (0-600),2.064516129032258,Low (2-4x),0,1,1
2250,1,Graduate,No,7000000,21000000,20,554,16900000,6600000,14600000,5600000,Approved,0.3333333333333333,43700000,1,Poor (0-600),3.0,Low (2-4x),1,1,0
2251,2,Graduate,Yes,7000000,19000000,6,523,5300000,9300000,25800000,9500000,Rejected,0.3684210526315789,49900000,0,Poor (0-600),2.7142857142857144,Low (2-4x),0,1,1
2252,1,Not Graduate,Yes,5300000,12000000,10,852,400000,10400000,18900000,5000000,Approved,0.4416666666666666,34700000,1,Excellent (800+),2.2641509433962264,Low (2-4x),1,0,1
2253,0,Not Graduate,Yes,1800000,3700000,2,505,3900000,2400000,4500000,1400000,Rejected,0.4864864864864865,12200000,0,Poor (0-600),2.0555555555555554,Low (2-4x),0,0,1
2254,0,Graduate,Yes,2300000,7900000,10,430,6600000,2800000,8100000,1900000,Rejected,0.2911392405063291,19400000,0,Poor (0-600),3.4347826086956523,Low (2-4x),0,1,1
2255,2,Graduate,No,4000000,9200000,16,784,3200000,600000,13000000,4900000,Approved,0.4347826086956521,21700000,1,Very Good (750-800),2.3,Low (2-4x),1,1,0
2256,1,Not Graduate,No,8900000,24000000,6,380,16500000,7400000,27700000,7500000,Rejected,0.3708333333333333,59100000,0,Poor (0-600),2.696629213483146,Low (2-4x),0,0,0
2257,3,Graduate,No,8000000,18600000,20,565,1600000,8600000,22500000,9400000,Approved,0.4301075268817204,42100000,1,Poor (0-600),2.325,Low (2-4x),1,1,0
2258,4,Graduate,Yes,7900000,26900000,14,446,17900000,7300000,16500000,8200000,Rejected,0.2936802973977695,49900000,0,Poor (0-600),3.4050632911392404,Low (2-4x),0,1,1
2259,5,Graduate,Yes,6700000,20200000,8,406,6900000,4900000,15300000,7100000,Rejected,0.3316831683168317,34200000,0,Poor (0-600),3.014925373134328,Low (2-4x),0,1,1
2260,4,Not Graduate,No,2400000,6000000,6,712,6800000,2200000,6000000,1200000,Approved,0.4,16200000,1,Good (700-750),2.5,Low (2-4x),1,0,0
2261,4,Not Graduate,No,8600000,22600000,14,729,300000,16200000,20500000,11900000,Approved,0.3805309734513274,48900000,1,Good (700-750),2.627906976744186,Low (2-4x),1,0,0
2262,1,Not Graduate,Yes,5300000,14600000,20,508,11200000,2800000,17000000,4600000,Rejected,0.363013698630137,35600000,0,Poor (0-600),2.7547169811320753,Low (2-4x),0,0,1
2263,0,Graduate,No,7400000,24900000,20,648,7100000,7900000,23300000,6200000,Approved,0.2971887550200803,44500000,1,Fair (600-700),3.364864864864865,Low (2-4x),1,1,0
2264,0,Not Graduate,Yes,8700000,18700000,10,346,1200000,1800000,30700000,8200000,Rejected,0.46524064171123,41900000,0,Poor (0-600),2.1494252873563218,Low (2-4x),0,0,1
2265,5,Graduate,No,8200000,18500000,4,394,9600000,5700000,27400000,11100000,Rejected,0.4432432432432432,53800000,0,Poor (0-600),2.2560975609756095,Low (2-4x),0,1,0
2266,0,Not Graduate,Yes,3700000,9700000,12,501,2600000,6600000,9200000,4600000,Rejected,0.3814432989690721,23000000,0,Poor (0-600),2.6216216216216215,Low (2-4x),0,0,1
2267,5,Not Graduate,Yes,9200000,36300000,2,655,3000000,1200000,32200000,8700000,Approved,0.2534435261707989,45100000,1,Fair (600-700),3.9456521739130435,Low (2-4x),1,0,1
2268,4,Not Graduate,No,6100000,20900000,4,662,10200000,7000000,23300000,4100000,Approved,0.291866028708134,44600000,1,Fair (600-700),3.4262295081967213,Low (2-4x),1,0,0
2269,2,Graduate,Yes,8800000,30800000,20,820,700000,4800000,25900000,12700000,Approved,0.2857142857142857,44100000,1,Excellent (800+),3.5,Low (2-4x),1,1,1
2270,5,Not Graduate,No,9200000,18900000,10,521,8300000,14500000,23400000,6900000,Rejected,0.4867724867724867,53100000,0,Poor (0-600),2.0543478260869565,Low (2-4x),0,0,0
2271,3,Graduate,No,7200000,27900000,12,473,21100000,8800000,27800000,8700000,Rejected,0.2580645161290322,66400000,0,Poor (0-600),3.875,Low (2-4x),0,1,0
2272,1,Graduate,No,600000,1200000,10,561,900000,300000,1400000,600000,Approved,0.5,3200000,1,Poor (0-600),2.0,Very Low (0-2x),1,1,0
2273,5,Graduate,No,8000000,23100000,20,461,5900000,2400000,29300000,7200000,Rejected,0.3463203463203463,44800000,0,Poor (0-600),2.8875,Low (2-4x),0,1,0
2274,4,Graduate,Yes,6900000,13800000,16,715,2100000,6100000,20900000,8200000,Approved,0.5,37300000,1,Good (700-750),2.0,Very Low (0-2x),1,1,1
2275,0,Not Graduate,Yes,4300000,15600000,18,440,6200000,1300000,10000000,4700000,Rejected,0.2756410256410256,22200000,0,Poor (0-600),3.627906976744186,Low (2-4x),0,0,1
2276,3,Not Graduate,Yes,8500000,24900000,18,749,9600000,1200000,31700000,10100000,Approved,0.3413654618473896,52600000,1,Good (700-750),2.929411764705882,Low (2-4x),1,0,1
2277,4,Not Graduate,No,8600000,17400000,2,787,11700000,10600000,18400000,10600000,Approved,0.4942528735632184,51300000,1,Very Good (750-800),2.0232558139534884,Low (2-4x),1,0,0
2278,3,Graduate,No,6300000,13900000,18,748,17700000,8800000,21700000,8600000,Approved,0.4532374100719424,56800000,1,Good (700-750),2.2063492063492065,Low (2-4x),1,1,0
2279,3,Not Graduate,Yes,5800000,13600000,12,321,1700000,3300000,22300000,3400000,Rejected,0.4264705882352941,30700000,0,Poor (0-600),2.3448275862068964,Low (2-4x),0,0,1
2280,3,Graduate,Yes,1000000,2300000,10,303,1000000,400000,2500000,1000000,Rejected,0.4347826086956521,4900000,0,Poor (0-600),2.3,Low (2-4x),0,1,1
2281,0,Not Graduate,Yes,1700000,5400000,8,682,2400000,1000000,3900000,2100000,Approved,0.3148148148148148,9400000,1,Fair (600-700),3.176470588235294,Low (2-4x),1,0,1
2282,2,Not Graduate,No,3200000,8600000,18,638,1000000,4900000,8600000,3500000,Approved,0.3720930232558139,18000000,1,Fair (600-700),2.6875,Low (2-4x),1,0,0
2283,0,Graduate,Yes,7500000,16600000,14,440,17200000,14500000,24100000,10300000,Rejected,0.4518072289156626,66100000,0,Poor (0-600),2.2133333333333334,Low (2-4x),0,1,1
2284,1,Not Graduate,Yes,2000000,6600000,10,873,1400000,200000,6300000,2400000,Approved,0.303030303030303,10300000,1,Excellent (800+),3.3,Low (2-4x),1,0,1
2285,3,Not Graduate,No,9100000,19700000,20,437,6300000,13700000,23700000,12900000,Rejected,0.4619289340101523,56600000,0,Poor (0-600),2.1648351648351647,Low (2-4x),0,0,0
2286,4,Graduate,Yes,8400000,19700000,8,796,17900000,9200000,20200000,7700000,Approved,0.4263959390862944,55000000,1,Very Good (750-800),2.3452380952380953,Low (2-4x),1,1,1
2287,4,Graduate,No,7100000,27200000,16,824,2400000,8000000,22400000,3900000,Approved,0.2610294117647059,36700000,1,Excellent (800+),3.8309859154929575,Low (2-4x),1,1,0
2288,2,Not Graduate,No,200000,800000,6,338,100000,0,400000,100000,Rejected,0.25,600000,0,Poor (0-600),4.0,Low (2-4x),0,0,0
2289,0,Not Graduate,Yes,5000000,14900000,12,575,12800000,1500000,12300000,6600000,Approved,0.3355704697986577,33200000,1,Poor (0-600),2.98,Low (2-4x),1,0,1
2290,0,Not Graduate,Yes,4500000,16900000,8,773,6300000,6800000,14000000,6000000,Approved,0.2662721893491124,33100000,1,Very Good (750-800),3.7555555555555555,Low (2-4x),1,0,1
2291,2,Not Graduate,Yes,5100000,19700000,2,733,0,4500000,12900000,6200000,Approved,0.2588832487309644,23600000,1,Good (700-750),3.8627450980392157,Low (2-4x),1,0,1
2292,3,Graduate,Yes,4100000,10600000,14,475,5400000,4300000,13900000,4500000,Rejected,0.3867924528301887,28100000,0,Poor (0-600),2.5853658536585367,Low (2-4x),0,1,1
2293,1,Not Graduate,No,7200000,15000000,10,677,10600000,3900000,24500000,4100000,Approved,0.48,43100000,1,Fair (600-700),2.0833333333333335,Low (2-4x),1,0,0
2294,3,Not Graduate,No,7800000,17700000,6,403,12600000,3700000,24700000,10000000,Rejected,0.4406779661016949,51000000,0,Poor (0-600),2.269230769230769,Low (2-4x),0,0,0
2295,3,Graduate,Yes,7500000,25300000,12,767,13200000,10800000,19400000,9600000,Approved,0.2964426877470356,53000000,1,Very Good (750-800),3.3733333333333335,Low (2-4x),1,1,1
2296,3,Graduate,Yes,6400000,21000000,2,813,3900000,10900000,20500000,4400000,Approved,0.3047619047619048,39700000,1,Excellent (800+),3.28125,Low (2-4x),1,1,1
2297,4,Graduate,No,7000000,25700000,20,597,19900000,13500000,27500000,10100000,Approved,0.2723735408560311,71000000,1,Poor (0-600),3.6714285714285713,Low (2-4x),1,1,0
2298,4,Not Graduate,Yes,9000000,31100000,8,896,7100000,4400000,23400000,13100000,Approved,0.2893890675241157,48000000,1,Excellent (800+),3.4555555555555557,Low (2-4x),1,0,1
2299,2,Not Graduate,Yes,4400000,13900000,6,810,13200000,4200000,15000000,5200000,Approved,0.316546762589928,37600000,1,Excellent (800+),3.159090909090909,Low (2-4x),1,0,1
2300,2,Not Graduate,No,900000,2000000,14,337,1700000,0,2100000,600000,Rejected,0.45,4400000,0,Poor (0-600),2.2222222222222223,Low (2-4x),0,0,0
2301,1,Graduate,No,9800000,26900000,18,792,15900000,14100000,25200000,11900000,Approved,0.3643122676579926,67100000,1,Very Good (750-800),2.7448979591836733,Low (2-4x),1,1,0
2302,4,Not Graduate,No,600000,1600000,6,784,300000,100000,1900000,500000,Approved,0.375,2800000,1,Very Good (750-800),2.6666666666666665,Low (2-4x),1,0,0
2303,5,Graduate,Yes,9700000,30100000,12,434,19600000,17900000,21000000,6900000,Rejected,0.3222591362126246,65400000,0,Poor (0-600),3.1030927835051547,Low (2-4x),0,1,1
2304,2,Graduate,Yes,8400000,32600000,10,384,13900000,1600000,21600000,7000000,Rejected,0.2576687116564417,44100000,0,Poor (0-600),3.880952380952381,Low (2-4x),0,1,1
2305,1,Graduate,No,8300000,24900000,10,642,11500000,15400000,21600000,5800000,Approved,0.3333333333333333,54300000,1,Fair (600-700),3.0,Low (2-4x),1,1,0
2306,4,Graduate,No,7900000,29900000,8,314,22000000,4600000,26000000,8100000,Rejected,0.2642140468227424,60700000,0,Poor (0-600),3.7848101265822787,Low (2-4x),0,1,0
2307,1,Not Graduate,No,8600000,25900000,2,606,3700000,14900000,32700000,12200000,Approved,0.332046332046332,63500000,1,Fair (600-700),3.011627906976744,Low (2-4x),1,0,0
